"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"2868994","2017-10-06 00:31:13","1601684","3.1300","196","132","E","5","<p>You are comparing the difference between the cells of <strong>males</strong> and <strong>females</strong> and notice that a cell taken from a female donor contains a dense mass near the cell membrane as seen below. What is this <strong>mass?</strong>&nbsp;</p><p><img src=""http://www.pathologicalbodies.com/uploads/1/4/5/9/14590486/1411979455.png"" alt="""" width=""391"" height=""268"" /></p>","<p>Spindle fibres.&nbsp;</p>","<p>polar bodies</p>","<p>Centromere</p>","<p>Condensed Y chromosome.&nbsp;</p>","<p>Barr body.</p>","<p>The correct answer is E. The mass is a Barr Body.</p><p>&nbsp;</p><p>A Barr body is a condensed X chromosome. Since females have two X chromosomes, one is inactivated as a natural mechanism for suppressing gene expression.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","case 7, inheritance, Karyotypes"
"2869360","2017-10-06 03:03:14","1476318","2.9300","185","138","D","5","<p>Which of the following genetic conditions is a deviation in the number of X or Y chromosomes?</p>","<p>Down Syndrome</p>","<p>Prader-Willi Syndrome</p>","<p>Patau's Syndrome</p>","<p>Klinefelter syndrome</p>","<p>Beckwith-Wiedemann Syndrome</p>","<p>Klinefelter syndrome is the appearance of 47 chromosomes, with XXY (due to formation of Barr Body).</p><p>The other syndromes are all related to the autosomal chromosomes</p>","case 7, Chromosomal abnormalities"
"2869576","2017-10-06 05:47:36","1601684","3.2300","218","140","A","5","<p>Which of the following genetic conditions is caused by a <strong>partialdeletion</strong> of <strong>shortarm</strong> of <strong>chromosome5.&nbsp;</strong>It is characterised cognitive, speech and motor delays as well as microcephaly.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Cri du Chat</p>","<p>Klinefelter Syndrome</p>","<p>Thalassemia</p>","<p>Cystic fibrosis</p>","<p>Huntington&rsquo;s</p>","<p><strong>Cri&nbsp; du&nbsp; Chat</strong> (del 5)</p><p>Partial deletion of short arm of chromosome 5.</p><p><strong>Symp:</strong> cat like cry, problem with larynx, feeding problems, cognitive, speech and motor delays, behavioural problems, small head and jaw.</p><p><strong>Inheritance:</strong> deletion of 5p arm, random/denovo.</p><p>&nbsp;</p><p><strong>Klinefelter Syndrome</strong> (47, XXY)</p><p>There is an extra X chromosome in male karyotype.</p><p><strong>Symptoms</strong>: phenotype can be male, female or both. Hypogonadism, sterility, physical and behavioural problems. Tall, less muscle control, less muscular, less body hair, rounded body and gynacomastia.</p><p><strong>Causes</strong>: non-dysjunction during meiosis I.</p><p>&nbsp;</p><p><strong>Thalassemia (11 or 16)</strong></p><p>Gene is on chromosome 11 for B chain and 16 for alpha chain, autosomal recessiveSymptoms: iron overload, enlarge spleen, increased risk of infection, heart problems and slow growth rate</p><p><strong>Causes</strong>: Abnormal formation of Hb, meaning improper O2 transportation and destruction of RBCs. This causes mild or severe anaemia; it presents as microcytic anaemia. Can lead to iron overload, bone deformities and CV illness. Hb has 4 globin chains, mutation can either be in alpha or beta chain.</p><p>&nbsp;</p><p>&nbsp;</p><p><strong>Cystic fibrosis&nbsp;</strong>Gene is on chromosome 7; autosomal recessive</p><p><strong>Symptoms: </strong>over-production of mucus in lungs and airways which can cause chronic infections and the need for a lung transplant.</p><p><strong>Causes</strong>: CFTR gene that conducts Cl-across cell membranes. It doesn&rsquo;t function properly so no water goes into cell to thin out the mucus.</p><p><strong>Life expectancy</strong>: 37-50 years old in developing world.</p><p>&nbsp;</p><p><strong>Huntington&rsquo;s</strong> (repeat 4)Gene is on chromosome 4, autosomal dominant</p><p><strong>Symp</strong>: neurodegeneration affecting muscle coordination and mental decline/behavioural symptoms. Appear 35-44yo. 50% chance of inheriting. Pre-natal testing is available.</p><p><strong>Causes</strong>: trinucleide repeat on HTT gene of CAG (the AA for glutamine) on the short arm of chromosome 4.</p><p><strong>Life expectancy</strong>: 20 years following start of visible symptoms.</p>","case 7, Chromosomal abnormalities"
"2869631","2017-10-06 06:21:09","1601684","3.0900","200","134","D","5","<p>During embryology, the <strong>notochord</strong> is crucial for the conversion of ectoderm to neurological tissue. What does the <strong>notochord</strong> develop to <strong>become?</strong>&nbsp;</p>","<p>Muscles of the back</p>","<p>The skeletal vertebrae</p>","<p>the spinal cord</p>","<p>the&nbsp;nucleus pulposus.</p>","<p>The connective tissue of the back.&nbsp;</p>","<p>The notochord becomes the nucleus pulposus.&nbsp;</p><p>&nbsp;</p><p>The sclerotome becomes bones of the vertebrae.&nbsp;</p><p>The myotome becomes the muscles of the back.</p><p>The dermatome becomes the connective tissue and skin around the back.&nbsp;</p>","Neurulation, case 7"
"2871181","2017-10-05 08:37:11","1601684","3.0400","200","135","D","5","<p>A mother with a Down's syndrome child is thinking of <strong>conceiving</strong> again but wonders about the <strong>risk</strong> of having another child with Down's syndrome. You explain to her that this risk can vary depending upon nature by which the autosomal condition occurs. In one situation, there is a <strong>100%&nbsp; chance</strong> of any live born offspring having Down's, which of the following would <strong>definitely</strong> produce a <strong>Down's karyotype</strong> if live born.&nbsp; &nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","<p>Non disjunction at meiosis 2.&nbsp;</p>","<p>Non disjunction during mitosis at early embryo stage.&nbsp;</p>","<p>Robertsonian translocation between t(14q21q)</p>","<p>Translocation 21,21.</p>","<p>Terminal deletion at chromosome 21.&nbsp;</p>","<p>Taken from the 'chromosomal abnormalities' lecture.&nbsp;</p><p><img src=""http://resources.ama.uk.com/glowm_www/graphics/figures/v5/0730/011f.gif"" alt="""" width=""593"" height=""752"" /></p><p>In this situation the only gametes produced will be either Down's, or non-viable.&nbsp;&nbsp;</p>","case 7, inheritance, Karyotypes, antenatal screening"
"2871289","2017-10-06 21:58:23","1604445","3.1900","231","150","E","5","<p>Jessica is a 25 year old woman who is <strong>pregnant</strong> for the first time. She goes to the hospital and has a&nbsp;<strong>quadruple test</strong>.</p><p>&nbsp;</p><p>Her test shows a raised level of&nbsp;<strong>AFP</strong>.&nbsp;</p><p>&nbsp;</p><p><img class=""irc_mi"" style=""vertical-align: top;"" src=""http://images.agoramedia.com/wte3.0/gcms/The-Triple-Screen-or-Quad-Screen-722x406.jpg"" alt=""Image result for quadruple test in pregnancy"" width=""570"" height=""321"" /><img class=""irc_mi"" style=""vertical-align: top;"" src=""http://keckmedicine.adam.com/graphics/images/en/22709.jpg"" alt=""Image result for quadruple test in pregnancy"" width=""400"" height=""320"" />&nbsp; &nbsp;</p><p>&nbsp;</p><p>Which <strong>condition</strong> is Jessica's baby most likely to have?&nbsp;</p>","<p>Down syndrome</p>","<p>Edwards Syndrome</p>","<p>Prader-Willi Syndrome</p>","<p>Angelman Syndrome</p>","<p>Spina Bifida</p>","<p>The correct answer is&nbsp;<strong>E</strong>.&nbsp;</p><p>&nbsp;</p><p>AFP is&nbsp;<strong>Alpha-foetal protein</strong>, which is normally contained inside the neural tube. In spina bifida, the neural tube doesn't close completely, and AFP can leak out.&nbsp;</p><p>&nbsp;</p><p>A&nbsp;<strong>low&nbsp;</strong>amount of AFP would point towards Down Syndrome (<strong>A</strong>) or another chromosomal abnormality, such as Edwards Syndrome (<strong>B</strong>), Patau syndrome or Turner syndrome.&nbsp;<br /><br /><strong>C&nbsp;</strong>and&nbsp;<strong>D&nbsp;</strong>are caused by deletions from chromosome 15. These will not affect the level of AFP.</p>","Chromosomal abnormalities, antenatal screening, Case 7, Scenario"
"2871605","2017-10-07 00:20:02","1606448","2.7200","172","126","D","5","<p>Lauren has just given birth to baby Ellen. She continued&nbsp;to drink alcohol throughout her pregnancy.</p><p>&nbsp;</p><p>Which one of the following is a sign/symptom of FADS?</p>","<p>Nuchal translucency of&nbsp;4.0mm&nbsp;</p>","<p>Single palmer crease</p>","<p>Cat-like cry</p>","<p>Skinny limbs</p>","<p>Enlarged tongue</p>","<p>Lack of lipid deposition that occurs shortly before birth results in shrivelled and starved limbs.</p><p>&nbsp;</p><p>Other symptoms include</p><ul><li>Thin upper lip</li><li>Low nasal bridge</li><li>Short palpebral fissures</li><li>Epicanthal folds</li><li>Micrognathia</li><li>Indistinct philtrum</li><li>Minor ear abnormalities</li></ul>","Foetal alcohol syndrome, case 7"
"2871689","2017-10-07 00:56:03","1468962","2.8500","173","125","D","5","<p>&nbsp;</p><p>A 29 year old pregnant woman enters a clinic. She discovers that she is pregnant with twins. She asks the midwife about screening for Down&rsquo;s syndrome. What is the most likely screening test the midwife would recommend?</p>","<p>Combined test</p>","<p>Quadruple test&nbsp;</p>","<p>Amniocentesis&nbsp;</p>","<p>NIFTY</p>","<p>Triple test</p>","<p>A, B and C are not recommended for twins as it would not detect down&rsquo;s syndrome. Although NIFTY isn&rsquo;t currently available on the NHS, the midwife could still recommend it as the best test. Amniocentesis carries a risk so would not be the best option.</p><p>&nbsp;</p><p>Case 54</p>","Scenario, Chromosomal abnormalities, antenatal screening, case 7, case group 54"
"2871716","2017-10-07 01:05:29","1601684","2.8700","188","134","E","5","<p>A patient comes into your practice with suspected <strong>cystic&nbsp; fibrosis.</strong> They have frequent chest infections, a persistent productive cough and are short of breath when exercising. In an effort to confirm the diagnosis you wish to take a DNA sample from the patient. The most common mutation that causes cystic fibrosis is a deletion of <strong>three nucleotides</strong> in the CFTR gene. Which of the following techniques is <strong>most suitable</strong> in order to <strong>identify</strong> this mutation?&nbsp;</p><p>&nbsp;</p><p>&nbsp;<img src=""https://s3-us-west-2.amazonaws.com/courses-images/wp-content/uploads/sites/1940/2017/05/31174353/cftrdel4.gif"" alt="""" width=""275"" height=""230"" />&nbsp;<img src=""http://www.firstaidforfree.com/wp-content/uploads/2015/10/Cystic-Fibrosis-300x225.jpg"" alt="""" width=""300"" height=""225"" /></p>","<p>Array-CGH (comparative genomic hybridization)</p>","<p>FISH (fluorescent in situ hybridisation)&nbsp;</p>","<p>Karyotyping</p>","<p>MLPA&nbsp;(Multiplex ligation-dependent probe amplification)</p>","<p>DNA sequencing.&nbsp;</p>","<p>Since the mutation is caused by a the loss of only 3 nucleotides, the mutation that requires identifying is extremely small. As such the only technique with a suitable resolution to identify the change in the sequence is DNA sequencing.&nbsp;</p><p>&nbsp;</p><p>See the chromosomal abnormalities lecture for more details.</p><p>&nbsp;</p><p>&nbsp;</p>","Karyotypes, case 7, DNA analysis"
"2871788","2017-10-07 01:35:16","1601966","3.1100","225","152","B","5","<p>A 27 year old woman comes into your clinic with her boyfriend presenting with <strong>spotting</strong> (light bleeding not associated with a menstrual period) and light cramps. She has never experienced this before and is quite anxious. The spotting happened roughly <strong>20 days</strong> after the start of her last menstrual period and she has not had a period since. She has no history of gynaecological problems, takes no medication and has no other known medical problems.&nbsp;</p><p>&nbsp;</p><p>What would be your most likely suggestion for the cause of her symptoms?&nbsp;</p>","<p>Irregular periods</p>","<p>Implantation</p>","<p>Tubal ectopic pregnancy</p>","<p>Cervical cancer</p>","<p>Endometriosis</p>","<p>The most likely initial suggestion would be that the patient is pregnant and that the bleed was caused by implantation of the blastocyst into the endometrium. In this situation you would offer a pregnancy test to either confirm or rule out your diagnosis.&nbsp;</p><p>&nbsp;</p><p>Implantation happens around 5-6 days after fertilisation. If ovulation occurs on day 14 of the woman's cycle, implantation would take place 5-6 days after this - hence the bleed happening at around day 20 of her menstrual cycle.&nbsp;</p><p>&nbsp;</p><p><img src=""../images/view.php?file=238738"" alt=""Complete Implantation"" /></p><p>&bull; Implantation is complete when the entire blastocyst has been pulled into the uterine lining<br />&bull; This causes vessels to rupture which leak blood to create ""blood islands"" - trophoblastic lacunae<br />&bull; Wall of uterus is reepithelialised apart from small ""scab"" - bleeding from this causes spotting, a common symptom in early pregnancy</p><p>&nbsp;</p><p>(from Fertilisation, Cleavage and Implantation lecture)</p>","Scenario, embryology, case 7, Pregnancy, Implantation"
"2873134","2017-10-08 00:26:33","1602583","2.7100","186","133","B","5","<p>A 31 year old woman attends the antenatal clinic for routine foetal measurements at her ultrasound booking scan. A nuchal translucency measurement is taken from the nape of the foetus' neck to screen for Down's syndrome. Which of these is the embryological origin of this tissue?</p>","<p>Amniotic sac</p>","<p>Ectoderm</p>","<p>Endoderm&nbsp;</p>","<p>Mesoderm</p>","<p>Yolk Sac</p>","<p>The ectoderm give rise to:</p><p>&nbsp;</p><p>Surface ectoderm<br />anterior pituitary (Rathke pouch)<br />epidermis<br />lens of eye<br />mammary glands</p><p>Neural tube<br />CNS neurons,</p><p>astrocytes</p><p>oligodendrocytes</p><p>ependymal cells<br />posterior pituitary<br />retina<br />spinal cord</p><p>Neural crest<br />autonomic nerves, cranial nerves<br />facial and skull bones<br />melanocytes<br />Schwann cells</p><p>&nbsp;</p><p>The endoderm gives rise to:</p><p>Epithelial lining of the GI tract<br />liver</p><p>pancreas<br />thyroid</p><p>parathyroid</p><p>thymus</p><p>&nbsp;</p><p>The mesoderm gives rise to:</p><p>&nbsp;</p><p>adrenal cortex<br />bones (except facial and skull)<br />connective tissue</p><p>muscle<br />myocardium<br />kidneys</p><p>ureters</p><p>gonads<br />serous lining of body cavities<br />spleen</p><p>Nucleus pulposus (notochord)</p>","Pregnancy, Germ lines, embryology, case 7"
"2873217","2017-10-08 01:31:54","505732","2.6800","173","126","C","5","<p>A young mother is at an antenatal clinic having her 20 week scan when the clinician is called in to check the development of her foetus. The Doctor notices that the vertebral column and ribs of the foetus seem to be developing in an odd order. He wonders if the medical students present know about the development of somites in a foetus and asks the following question: what is the most likely family of genes involved in the positioning of somites during development?</p>","<p>BMPs</p>","<p>FGFs</p>","<p>Hox</p>","<p>Shh</p>","<p>Wnts</p>","<p>Somites have unique positional values along the axis which is determined by Hox (Homeotic) genes</p>","case 7"
"2873306","2017-10-08 02:46:45","1423106","2.8700","179","130","D","5","<p>Trophoblast cells divide into two cell types, which two are they?</p>","<p>syncytiotrophoblast&nbsp;and epiblast</p>","<p>hypoblast and epiblast</p>","<p>cytotrophoblast and blastocyte</p>","<p>cytotrophoblast and&nbsp;syncytiotrophoblast</p>","<p>syncytiotrophoblast&nbsp;and epiblast</p>","<p>The trophoblast cells then divide into two cell layers; syncytiotrophoblast&nbsp;(develop from cytotrophoblasts) and cytotrophoblast.</p>","embryology, case 7"
"2873315","2017-10-08 02:53:27","1423106","2.7600","167","123","A","5","<p>Which one of these statements is true?</p>","<p>Pregnant women are tested for syphilis&nbsp;during pregnancy</p>","<p>When you have HIV you can breastfeed</p>","<p>You are given Anti-D when the mother is Rhesus- positive and the baby is Rhesus-negative</p>","<p>Rubella testing is offered for pregnant women</p>","<p>If the mother is anemic you give her calcium&nbsp;</p>","<p>Rhesus disease only happens when the mother has rhesus negative blood (RhD negative) and the baby in her womb has rhesus positive blood (RhD positive).</p><p>&nbsp;</p><p>Anaemia (makes you feel tired and less able to cope with loss of blood) Given Iron or folic acid</p><p>&nbsp;</p><p>Rubella Immunity- the virus can cause miscarriage, stillbirth, hearing loss, cataracts, heart defects and brain damage (microcephaly). No longer offered in Wales- infection rates are soo small.</p><p>&nbsp;</p><p>Syphilis Screening- relatively rare today, but all women should be tested because if you have syphilis and don't treat it, both you and your baby could develop serious problems.</p>","case 7, blood test"
"2873742","2017-10-08 10:24:19","1604654","3.0300","197","148","D","5","<p>A 25 year old women presents to clinic with sudden lower abdominal pain, vaginal bleeding and adnexal tenderness. She says to the doctor that she had a severe case of Chlamydia a year ago, resulting in Salpingitis. On examination, there is clear lower abdominal pain, and on palpation, a tender adnexal mass is found. The doctor also performs a Bimanual Vaginal Examination, with the cervix also tender to touch. A urine dipstick is performed, showing varying amounts of blood and protein. The doctor also asks about her sexual history and she responds that she had unprotected sex about 6 weeks ago.</p><p>Which of the following diagnoses would be most suitable from these findings?</p>","<p>Pelvic Inflammatory Disease</p>","<p>Ovarian Torsion</p>","<p>Acute Appendicitis</p>","<p>Ectopic Pregnancy</p>","<p>Miscarriage</p>","","Pregnancy, case 7"
"2873762","2017-10-08 10:43:37","1604654","2.7700","178","134","E","5","<p>A 27 year old mother presents to clinic with her 1 year old son. She asks the doctor if her son might have a sleeping disorder as he is frequently restless at night. The doctor asks if there is anything else unusual with her son's behaviour. She responds that he is always fascinated with water, doesn't always pay attention to her or her husband and is mostly hyperactive with a happy demeanour. The doctor asks for consent to examine her son and finds microcephaly, ataxia, hyperactive tendon reflexes and strabismus (crossed-eyes). The doctor explains to the mother that he thinks her son's symptoms/signs are due to a chromosomal abnormality, resulting in a genetic condition.&nbsp;</p><p>Which of these genetic conditions would be most relevant to her son?&nbsp;</p>","<p>Prader-Willi Syndrome</p>","<p>DiGeorge Syndrome</p>","<p>Cri-du-Chat Syndrome</p>","<p>William's Syndrome</p>","<p>Angelman Syndrome</p>","<p>Note:&nbsp;Williams syndrome is a rare genetic disorder that affects a child's growth, physical appearance, and cognitive development. People who have Williams syndrome are missing genetic material from chromosome 7, including the gene elastin. This gene's protein product gives blood vessels the stretchiness and strength required to withstand a lifetime of use. The elastin protein is made only during embryonic development and childhood, when blood vessels are formed. Because they lack the elastin protein, people with Williams Syndrome have disorders of the circulatory system and heart.</p>","case 7, Scenario, Chromosomal abnormalities"
